Measure Time,Commanded trajectory,Real trajectory,Curve,az LS,2893,el LS,2396
2024-09-11 19:24:28.684734,"(82.75, 19.6573)","(2736, 2666)","[17  4 19 19 21 20 21 22 20 19 22 22 21 22 17 19 16 17 17 16 16 17 13 15
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 16 11 28 20 38 34 40 40 37 39
 33 35 29 31 27 28 24 26 20 23 15 16 13 14 12 12 11 12 10 11  8  9  7  8
  7  7  8  7  9  9  9  9]",,,,
2024-09-11 19:24:41.836850,"(74.58, 18.672)","(2614, 2674)","[17 11 19 19 21 20 21 22 20 19 22 22 21 22 17 19 18 17 19 19 16 18 13 14
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 16 11 28 17 41 36 44 43 39 43
 32 34 30 31 27 28 24 26 21 23 16 16 15 16 13 14 11 12 11 11 10 10 10 10
  9 10  9  9  9  9  9  9]",,,,
2024-09-11 19:24:55.198720,"(65.71, 18.1024)","(2482, 2679)","[17 10 19 19 21 20 21 22 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 16 11 32 24 43 39 44 44 41 43
 36 39 31 34 27 29 23 25 17 21 15 16 14 15 13 13 11 12 10 11  9 10  9  9
  8  8  8  8  9  9  9  9]",,,,
2024-09-11 19:25:08.561214,"(56.5, 17.988)","(2349, 2680)","[17  9 19 19 21 20 21 22 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 13 12 13 13 12 13 11 12 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 18 11 34 26 46 41 48 47 46 47
 39 44 34 36 31 33 27 29 22 24 17 18 15 16 13 14 11 12 10 11  9 10  8  9
  8  8  8  8  9  9  9  9]",,,,
2024-09-11 19:25:21.915266,"(47.41, 18.3375)","(2225, 2676)","[17 10 19 19 21 20 21 22 20 19 22 22 21 22 17 19 17 17 18 17 17 18 13 15
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 14 11 31 22 44 39 47 46 46 47
 41 44 34 38 28 31 24 26 18 22 16 17 14 15 12 12 11 12 10 11  9  9  9  9
  8  9  8  8  9  9  9  9]",,,,
2024-09-11 19:25:35.271964,"(38.86, 19.1254)","(2116, 2670)","[17  8 19 19 21 20 21 21 20 19 22 22 21 22 17 19 17 17 17 17 16 17 13 15
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 14 11 31 22 44 38 48 46 46 47
 40 45 33 37 29 31 25 27 21 23 16 17 14 15 12 13 11 12 10 11  8  9  7  8
  7  7  8  8  9  9  9  9]",,,,
2024-09-11 19:25:49.124062,"(30.0, 21.0)","(2011, 2648)","[17 11 19 19 21 20 20 21 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 12 11 25 16 38 32 42 40 40 41
 36 38 32 33 28 30 23 25 16 20 14 15 12 13 11 11 11 12 10 11  8  9  7  8
  7  7  8  7  9  9  9  9]",,,,
2024-09-11 19:26:02.276946,"(22.75, 19.6573)","(1932, 2662)","[17 12 19 19 21 20 20 21 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 11 11 26 10 39 34 42 41 40 42
 35 38 30 32 26 28 22 24 16 21 15 15 13 14 12 13 11 12 10 11  9 10  8  9
  8  8  8  8  9  9  9  9]",,,,
2024-09-11 19:26:15.628000,"(14.58, 18.672)","(1854, 2669)","[17 11 19 19 21 20 20 21 20 19 22 22 21 22 17 19 17 17 18 18 16 17 13 14
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 15 11 28 20 40 35 43 42 42 43
 38 40 32 35 27 29 21 24 16 19 14 15 12 13 12 12 11 12 10 11  8  9  8  8
  7  7  8  7  9  9  9  9]",,,,
2024-09-11 19:26:28.984609,"(5.71, 18.1024)","(1772, 2673)","[17 11 19 19 21 20 20 21 20 19 22 22 21 22 19 19 20 20 21 21 19 20 17 18
 16 16 13 14 11 12 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 19 11 34 26 45 40 49 48 48 49
 44 46 38 41 32 35 26 28 19 23 17 18 15 16 12 13 11 12 10 11  8  9  7  8
  7  7  8  7  9  9  9  9]",,,,
2024-09-11 19:26:42.343848,"(-3.5, 17.988)","(1702, 2676)","[17  7 19 19 20 20 20 21 20 19 22 22 21 22 18 19 19 19 20 20 19 19 16 18
 14 15 13 13 11 12 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 18 11 32 25 44 39 48 46 46 47
 43 45 38 40 31 34 26 28 19 24 18 19 16 17 14 15 12 13 11 11 10 10  9  9
  8  8  8  8  9  9  9  9]",,,,
2024-09-11 19:26:55.700642,"(-12.59, 18.3375)","(1644, 2672)","[17 12 19 19 20 20 20 21 20 19 22 22 21 22 17 19 18 17 19 19 18 18 15 16
 13 14 12 12 10 11 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 13 11 25 16 39 33 44 42 43 44
 40 42 34 37 29 31 25 27 17 22 16 17 15 15 14 14 13 13 12 12 11 12 10 11
  9 10  9  9  9  9  9  9]",,,,
2024-09-11 19:27:10.069322,"(-21.14, 19.1254)","(1576, 2666)","[17  8 19 19 20 19 20 21 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 11 11 22 10 38 31 44 41 43 44
 40 42 36 38 31 33 26 28 21 24 16 17 14 15 12 13 11 12 10 11  8  9  7  8
  7  7  8  7  9  9  9  9]",,,,
2024-09-11 19:27:23.428132,"(-30.0, 21.0)","(1505, 2647)","[17 10 19 19 20 19 20 21 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 11 11 23 10 39 32 47 44 48 48
 45 47 38 42 32 35 26 29 21 23 17 18 16 16 14 15 12 13 11 11  9 10  8  8
  7  7  8  7  9  9  9  9]",,,,
2024-09-11 19:27:36.583636,"(-37.25, 19.6573)","(1449, 2659)","[17 10 19 19 20 19 20 21 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 11 11 18 10 34 26 40 37 39 40
 34 37 29 31 25 27 22 24 15 20 15 15 13 14 12 13 11 12 10 11  9  9  8  9
  8  8  8  8  9  9  9  9]",,,,
2024-09-11 19:27:49.731002,"(-45.42, 18.6719)","(1381, 2668)","[17  9 19 19 20 19 20 21 20 19 22 22 21 22 17 19 17 17 18 18 17 17 16 17
 14 15 12 13 11 11 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 11 11 15 10 31 23 38 35 37 38
 33 36 28 31 23 25 20 22 18 19 13 14 11 12 11 11 11 12 10 11  8  9  7  8
  7  7  8  7  9  9  9  9]",,,,
2024-09-11 19:28:03.089799,"(-54.29, 18.1024)","(1303, 2672)","[17  6 19 19 20 19 20 21 20 19 22 22 21 22 17 19 18 17 19 19 19 19 17 18
 14 16 11 13 10 11 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 11 11 16 10 29 23 35 32 35 35
 34 35 31 33 25 28 21 23 15 20 15 15 13 14 12 12 11 12 10 11  8  9  7  8
  7  7  8  7 14  9 14 14]",,,,
2024-09-11 19:28:16.449092,"(-63.5, 17.9881)","(1216, 2674)","[17  8 19 19 20 19 20 21 20 19 22 22 21 22 17 19 17 17 17 17 17 17 14 16
 12 13 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 11 11 21 10 33 28 38 36 38 38
 37 38 34 36 29 31 25 27 22 23 17 17 17 17 15 16 14 15 12 13 11 11 10 10
  9  9  9  9  9  9  9  9]",,,,
2024-09-11 19:28:29.806860,"(-72.59, 18.3375)","(1125, 2669)","[17  9 19 19 20 19 20 21 20 19 22 22 21 22 17 19 18 17 18 18 17 18 15 16
 13 14 11 12 10 11 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 13 11 23 15 34 30 36 36 35 36
 32 33 30 30 28 29 24 26 21 22 16 16 16 16 14 15 12 13 11 11 10 10  9 10
  9  9  9  9 10  9 17 15]",,,,
2024-09-11 19:28:43.157912,"(-81.14, 19.1254)","(1029, 2664)","[17  8 19 19 20 19 20 20 20 19 22 22 21 22 17 19 16 17 16 16 15 15 13 14
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 11 11 20 10 28 26 33 30 40 38
 38 40 35 37 34 35 31 33 27 30 22 24 17 17 15 16 12 13 10 11  9 10  8  9
  8  8  8  8  9  9  9  9]",,,,
2024-09-11 19:28:56.513675,"(-90, 21.0)","(918, 2644)","[22 25 20 22 20 20 20 20 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 17 13 19 18 24 19 44 32 59 52 64 63
 63 64 59 62 51 55 42 46 36 39 30 33 24 25 20 22 16 18 13 14 10 11  9 10
  8  9 16 11 25 21 29 28]",,,,
2024-09-11 19:29:32.703585,"(82.75, -24.6573)","(2736, 3131)","[17 13 19 19 20 19 20 20 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 11 11 10 10 12 11 12 12 12 12 19 15 30 25 35 33
 37 36 37 38 36 37 31 34 24 27 19 22 15 16 13 14 12 12 11 11 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 11 11 10 10 10 10  9 10  9  9
 14 10 16 16 16 16 15 16 15 15 21 17 23 22 22 23 21 22 19 20 13 18 13 13
 13 13 12 13 11 12 10 10]",,,,
2024-09-11 19:29:45.853861,"(74.58, -23.672)","(2615, 3123)","[17  8 19 19 20 19 20 20 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 25 19 33 30
 39 36 43 42 43 44 40 42 33 37 25 29 17 22 15 16 13 14 11 12 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 11 11 10 10 10 10 16 14 19 18
 20 19 23 22 24 24 23 23 27 22 30 30 27 29 26 27 26 26 24 25 22 23 16 20
 15 16 13 14 12 13 11 11]",,,,
2024-09-11 19:29:59.709122,"(65.71, -23.1024)","(2482, 3117)","[17  7 19 20 20 19 20 20 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 11 11 12 12 12 12 12 12 12 12 11 11 10 10 21 15
 32 29 35 34 33 34 30 32 27 29 23 25 19 21 14 17 12 13 11 11 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 19 17 20 20 18 19 17 17 22 18 26 24 28 27
 27 28 25 26 23 24 25 23 29 29 27 28 26 26 24 25 21 22 17 17 16 16 14 15
 12 13 11 11 11 11 10 10]",,,,
2024-09-11 19:30:13.073507,"(56.5, -22.988)","(2349, 3116)","[17  6 19 20 20 19 20 20 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 11 11 12 11 12 12 12 12 12 12 11 11 10 10 19 10
 33 28 36 35 36 36 36 36 33 35 29 31 25 27 17 22 15 16 13 14 11 12 10 11
 10 10 10 10 12 11 17 12 28 23 34 32 33 34 31 32 32 31 34 33 35 35 34 34
 33 34 30 32 27 29 26 27 25 26 20 20 18 19 15 16 14 15 12 13 11 12 10 11
  9 10  8  8  9  9  9  9]",,,,
2024-09-11 19:30:26.424125,"(47.41, -23.3375)","(2225, 3119)","[17  9 19 20 20 19 20 20 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 12 11 13 12 12 13 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 27 20 31 30 31 30 37 33 38 38 36 37 31 34 25 28 16 23 16 16
 15 15 13 14 15 13 23 18 31 29 31 32 30 31 31 30 35 32 39 37 39 39 37 38
 35 36 33 34 32 33 30 31 27 28 22 23 20 21 17 18 14 15 13 13 12 12 11 11
  9 10  9  9  9  9  9  9]",,,,
2024-09-11 19:30:39.784122,"(38.86, -24.1254)","(2117, 3128)","[17  7 19 19 22 20 24 23 22 23 22 22 21 22 19 20 17 18 16 16 14 15 13 13
 12 12 11 11 11 10 13 12 16 15 16 16 14 15 13 13 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 17 12 25 21 33 30 37 35 37 37 35 37 34 34 32 33 30 31
 25 28 22 23 17 17 17 17 22 16 26 25 27 27 27 27 25 26 24 24 18 23 19 19
 24 19 24 24 19 24 19 19 19 19 19 19 17 18 15 16 14 14 13 13 13 13 13 13
 12 13 11 12 10 11  9 10]",,,,
2024-09-11 19:30:53.633218,"(30.0, -26.0)","(2012, 3144)","[17 12 19 19 20 19 24 23 23 24 23 23 21 22 18 20 17 18 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 16 10 23 19 31 28 36 34 37 36 37 37
 36 36 35 35 32 33 29 30 26 28 22 24 18 18 17 18 17 17 17 17 17 17 17 17
 16 17 16 16 16 16 21 16 21 21 16 16 16 16 16 16 16 16 15 16 14 15 13 14
 13 13 17 16 13 18 13 13]",,,,
2024-09-11 19:31:06.785332,"(22.75, -24.6573)","(1933, 3132)","[17 11 19 19 20 19 20 20 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
 16  9 21 18 25 23 31 29 34 33 35 34 33 34 31 32 29 30 26 27 25 25 23 24
 23 23 22 22 17 17 16 17 16 16 16 16 16 16 15 15 21 15 21 21 16 21 16 16
 15 16 14 15 13 14 11 12]",,,,
2024-09-11 19:31:20.137563,"(14.58, -23.672)","(1854, 3122)","[17 10 19 19 20 19 20 20 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10 15  9 15 16 11 11 15 11
 14 15 13 14 14 11 18 17 14 18 13 14 12 13 16 11 19 19 20 20 23 21 28 25
 33 31 33 34 31 32 31 30 33 33 32 33 36 34 41 39 42 43 41 42 37 39 33 36
 29 31 23 24 20 21 18 19]",,,,
2024-09-11 19:31:33.492268,"(5.71, -23.1024)","(1773, 3119)","[17  9 20 20 20 20 20 20 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10 17 10 22 21 22 23 20 21 18 19
 26 17 39 34 44 43 43 44 40 41 42 41 44 43 45 44 46 46 45 46 44 45 40 42
 35 38 33 33 33 33 34 33 35 35 34 34 28 32 28 28 35 28 37 37 34 35 29 33
 28 29 26 27 30 26 31 31]",,,,
2024-09-11 19:31:46.849996,"(-3.5, -22.988)","(1714, 3117)","[17  9 19 19 20 19 20 20 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 18 16 17 18 12 16 12 12 11 11 12 10 18 14 25 23 26 27 25 26 23 24
 30 23 41 36 42 42 39 40 45 40 52 49 53 53 53 53 51 52 48 50 45 47 44 45
 43 43 42 42 41 42 39 41 32 37 31 32 29 30 35 29 41 40 42 42 40 41 37 38
 31 35 29 30 27 28 25 26]",,,,
2024-09-11 19:32:00.215031,"(-12.59, -23.3375)","(1644, 3122)","[17  8 19 19 20 19 20 20 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 15 10 22 20 22 23 19 21 17 18 14 16 15 10 28 22 35 33 36 36 34 35 29 32
 28 27 32 29 32 32 39 35 42 43 41 41 44 42 42 43 40 41 37 39 34 35 33 34
 36 34 38 38 37 38 35 35 34 34 32 33 34 28 39 37 40 41 41 40 40 41 38 39
 31 36 28 30 25 27 23 24]",,,,
2024-09-11 19:32:14.591193,"(-21.14, -24.1254)","(1576, 3126)","[17 12 19 19 20 19 20 20 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 34 24 48 42 55 53 55 56 52 54 47 49
 51 46 60 55 61 61 60 61 55 58 52 53 55 54 54 55 51 52 48 49 45 47 43 44
 42 42 41 41 36 36 36 36 35 36 34 35 33 34 33 33 39 33 41 41 39 41 34 37
 31 33 29 30 27 28 25 26]",,,,
2024-09-11 19:32:27.949949,"(-30.0, -26.0)","(1506, 3144)","[17 12 19 19 20 19 20 20 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 12 10 18 15 24 21 27 26 26 27 23 25
 24 21 32 28 35 34 34 35 29 33 27 27 29 28 28 28 25 27 22 23 18 18 18 18
 18 18 17 18 16 17 22 16 22 23 19 21 19 17 26 22 34 30 41 38 43 42 42 43
 39 41 35 37 31 33 23 28]",,,,
2024-09-11 19:32:41.100487,"(-37.25, -24.6573)","(1449, 3132)","[17  9 19 19 20 19 22 22 22 22 22 22 21 22 18 20 17 18 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 21 19 20 21 18 19 17 17 17 17 10 16 11 11
 11 11 10 11 10 10 10 10  9 10  9  9 16 14 19 17 20 20 21 21 24 23 23 24
 21 23 18 20 13 17 12 12]",,,,
2024-09-11 19:32:54.453467,"(-45.42, -23.6719)","(1381, 3124)","[17  7 19 19 21 20 25 24 24 25 23 23 22 22 19 20 17 18 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 11 11 10 10 10 10  9 10  9  9
 10 10  9  9  9  9  9  9  9  9 19 15 28 23 34 31 35 35 35 35 33 34 28 30
 24 26 20 22 16 16 14 15]",,,,
2024-09-11 19:33:07.810765,"(-54.29, -23.1024)","(1303, 3120)","[17 10 19 19 20 19 20 20 21 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 11 11 10 10 10 10  9 10  9  9
 10 10 14 14 14 14 14 14 14 13 19 16 20 19 32 26 38 37 38 38 34 36 27 30
 23 25 18 21 15 15 13 14]",,,,
2024-09-11 19:33:21.175308,"(-63.5, -22.9881)","(1216, 3119)","[17  8 19 19 20 19 20 20 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 11 11 10 10 10 10  9 10  9  9
 10 10  9  9 14 14 13 13 17 12 28 22 33 31 34 34 34 34 31 33 25 28 21 23
 15 19 14 14 12 13 10 11]",,,,
2024-09-11 19:33:35.551218,"(-72.59, -23.3375)","(1125, 3123)","[17 12 19 19 20 19 20 20 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 11 11 10 10 10 10  9 10  9  9
 10 10  9  9  8  8  8  8 13  8 22 16 29 26 30 30 29 30 27 28 21 24 17 19
 13 16 11 12 10 11  9 10]",,,,
2024-09-11 19:33:48.909606,"(-81.14, -24.1254)","(1029, 3128)","[17  9 19 19 20 19 20 20 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 11 11 10 10 10 10  9 10  9  9
 10 10  9  9  8  8  7  8  8  7 17 13 23 20 24 24 21 22 21 21 20 20 17 19
 11 15 11 11  9 10  9  9]",,,,
2024-09-11 19:34:24.899033,"(90, 24.0)","(2835, 2609)","[17  5 19 19 20 19 19 20 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 15 11 18 17 20 19 27 23 31 30
 30 31 26 28 22 24 19 20 13 18 13 13 12 12 11 11 11 12 10 11  9  9  8  8
  7  7  8  7  9  9  9  9]",,,,
2024-09-11 19:34:37.849853,"(83.7, 22.6365)","(2749, 2612)","[17  9 19 19 20 19 19 20 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 11 11 17 10 30 24 36 33 36 36
 34 35 31 33 28 30 24 26 20 22 15 15 13 14 12 13 11 12 10 11  9  9  9  9
  8  9  8  8  9  9  9  9]",,,,
2024-09-11 19:34:52.014330,"(76.7, 21.5787)","(2647, 2612)","[17  4 19 19 19 19 19 20 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 11 11 23 10 38 32 44 42 44 44
 41 43 36 38 31 33 26 28 22 23 16 17 14 15 13 13 11 12 10 11  8  9  8  8
  8  8  8  8  9  9  9  9]",,,,
2024-09-11 19:35:07.193028,"(69.1, 20.8733)","(2532, 2616)","[17 14 19 19 19 19 19 20 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 11 11 24 10 40 33 47 44 47 47
 43 46 37 40 31 34 26 28 22 24 17 18 15 16 13 14 11 12 10 11  8  9  8  8
  7  8  8  8  9  9  9  9]",,,,
